date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: September 2013,walk_n_see,"Comfortable, clean, standard hotel","I stayed for 4 nights on the 8th floor. My room had a queen bed which was very firm, but I don't mind that. There was a desk in front of the window, a small open wardrobe arrangement, a small digital TV with some basic channels, a small safe and a typical hotel fridge (I am glad they have upgraded from the tiny two water bottle fridge). The bathroom is small but well-designed - a shower gel/shampoo combo is provided in a bottle fixed to the wall in the shower and soap was provided for the hand basin. The room was clean and serviced daily. The location can feel a little out of the way from Orchard Road and Chinatown, but you are right next to Bugs and Little India. It is a great place for walking, but you can catch a bus or use the MRT from Bugs or Little India. For food, there",,"Adelaide, Australia",2 ,2 ,4.0,
Date of stay: September 2013,ChrisLam123,Noise from air condition,"There are too noise in bath room #1106 due to poor air condition. Location is okay for taking the bus, but it is little far away from MTR.  The room charge is  higher than the rate in Europe (Germany and Netherland).                               ",,"Hong Kong, China",1 ,,3.0,
Date of stay: October 2013,John W,Excellent property,"Arriving at the hotel at 7.00am after flying in from Europe we were pleasantly surprised that we could get access to our room after accepting a change from a double to a twin room. (We had stayed here before flying to Europe, and also stayed at two other Ibis venues in the previous weeks - this might have helped.) The room was clean and the beds very comfortable. Located in a good central area with markets near the hotel and Orchard Road not very far away.       ",,"Melbourne, Australia",1 ,1 ,5.0,
Date of stay: September 2013,Susanna T,Nice hotel,"Love to stay there as the room is quite big, clean, quiet and the location is near to many places to eat, to shop or to get transportation. Thank you for making our holiday be the unforgetable one. Tx.             ",,"Tangerang, Indonesia",1 ,4 ,5.0,
Date of stay: May 2013,Bahyoe,"Strategic location, small room, informative staff....","First time i visited Singapore, i stayed in this hotel for 6 nights together with 10 other colleagues for business trip. The location was near to several attractive places, either for shopping or sightseeing. such as Bugis junction, Mustafa, etc. You can even went there on foot. It was also near to MRT & bus station.  The room was quite small, but nice, tidy, & clean. The staff was quite friendly but very informative. When we checked-in the first day, the receptionist noticed that most of us are moslems, so he recommended us to take-out breakfast from the package, because there were non-""halal"" food also served in the restaurant near the lobby. I appreciated this very much.  Therefore we didn't know how was the food taste in the restaurant. But, we easily found several",,"Jakarta, Indonesia",27 ,11 ,4.0,
Date of stay: September 2013,Andrew T,Value for money,Stayed 2 nights at IBIS Bencoolen on way to AFL Grand Final. Very good value for money. Warm friendly staff good service. The breakfast is fantastic ! Easy public transport ot Orchid Road and Clarke Quay (be aware same bus number doesn't get you back to hotel) so just ask at reception and they will print off bus routes etc.  Close to Sim Lim ( Electronics) Centre and Bugis St markets. Approx 1.5 kms from Orchard ( central spot) 15 min bus ride  ,,"Perth, Australia",23 ,4 ,4.0,
Date of stay: September 2013,Dru46,2nd Time to Ibis and the Singapore GP,"2 years ago I visited the Ibis for the Singapore GP and this is the second time I did so.  The hotel hasn't changed much and is still a good hotel for the money.  Ibis may not be next to Bugis Station but it is very close to it.  It can be difficult to find at first but I took a taxi to the hotel this time which made the trip very easy.  The door staff wasn't very helpful as there were other taxis there at the same time and only one person was at the door.  When I left the hotel, the door staff was present and helped me into my taxi.  For a budget hotel, this was better service than I had expected.  Checking in was pretty quick and simple.  It can be a little busy at times but being my second time they had all of my information on file.  The elevators can be terrible.  I was on",,"Tokyo, Japan",12 ,13 ,4.0,
Date of stay: February 2013,Sheila,I like this hotel,"No frills but if you are meticulous when it comes to cleanliness and bed linens,  this hotel is perfect.  I recommend this to Filipinos on a shopping trip. Bus stop in front of hotel convenient to go to Orchard shopping area. Bug is  is walking distance. I hope to stay here again.",,"Muntinlupa, Philippines",7 ,24 ,4.0,
Date of stay: September 2013,ferrett1,Restaurant lets our stay down.,"We have stayed here previously and found the hotel to be well located , well presented , and good to sleep in. Last time we stayed the restaurant was slow at night so we would order as soon as we could so we did not have to wait long. The first night we forgot this. We waited 10 minutes to be seated even though there was only some 10 people in the restaurant and were told they would take our order shortly. After 15 mins of waiting with no one coming near us we were becoming impatient and then when someone else who arrived 10 mins after us had order taken we decided to leave and go elsewhere to eat. Needless to say we found other restaurants in the area which were cheaper and staffed well to have orders taken and completed. Highly recommending that you stay here but look",,Brisbane,29 ,15 ,4.0,
Date of stay: September 2013,Angel1977,Convienant location and decent hotel,The Ibis Bencolen promotes itself as a budget hotel however for a rate of 150 USD a night I can't really agree. Apart from the price not being on the budget side the hotel is very good located. The bugis area has lots of nice malls and restaurants surrounding it. You can walk to Arab street or Little India. I even walked to Orchard rd one afternoon. The rooms are clean and has a little fridge which is cool. The shower was good. The breakfast I had one day for 22 SGD which I did not find it worth it so I only went once. I guess the hotel is a great hotel however for that price you can pay a little bit more and get more luxury.,,"Amsterdam, The Netherlands",171 ,98 ,3.0,
Date of stay: November 2012,Frances0699,For travelers who are looking for a comfortable rest.,"The hotel is located where you can have easy access on the MTR and bus. The rooms are quite small, but it is just ok for those travelers that are always out. It is comfortable if you need some rest before going out again.The bathroom is  clean and the buffet breakfast is the best. ",,"Manila, Philippines",2 ,3 ,4.0,
Date of stay: August 2013,Dale M,Standard room,This hotel is in an excellent location. VERY SMALL ROOM! Nothing really to say about it as it is just a place to sleep. Ask about Happy Hour. Food basic as is the menu. Would we stay here again? Depends on length of time and budget. Staff OK and professional.,,Kapunda Australia,48 ,21 ,3.0,
