date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: June 2017,Helen L,Excellent experience!,"Swissotel Merchant court is located centrally close to lots of restaurants and Clarke Quay.  The hotel has a wonderful pool for kids with 2 slides to cater for older and younger children respectively.  A fabulous pool bar ( amazing club sandwich), excellent hotel lobby bar, extensive buffet breakfast and very friendly staff.  We had a wonderful stay with our two boys- Singapore is fabulous!  Definitely come again :)",,"Melbourne, Australia",5 ,8 ,5.0,
Date of stay: June 2017,Addie G,A service to remember!,"I was at the Swissotel Merchant Court Singapore a few weeks ago for staycation.  I was impressed by the service of concierge, Allen, very helpful, knowledgeable, polite and genuine.  Will be back soon most definitely!",,,1 ,,5.0,
Date of stay: June 2017,Q8207NZryanb,Not worth the money,"This hotel is nice, just not great, and I spend many nights in hotels around the world.  Shower water went from Hot to Cold to Hot to Cold.  The room was clean, I would look at other options in Singapore.  Location is the best part of this hotel.",,"Denver, Colorado",1 ,,3.0,
Date of stay: June 2017,정훈 김,So nice and kind!,"Good food, fancy mood in Crossroad, restaurant in the 1st floor. Staff there were more than nice and kind, especially Ms. Olivia Kim perfectly helped me a lot to have a good meetings with my clients!",,,2 ,,,5.0
Date of stay: June 2017,JH2017SG,Good food and good service,"It was cosy place to have lunch & tea.  They have some sochong chinese tea. Taste more like british tea.  Good place to talk after lunch with nice service person.  Rib eye steak was $38, not bad price for steak in singapore.  Thanks to Olivia.",,"Singapore, Singapore",2 ,,,5.0
Date of stay: June 2017,tity s,Good meal and Best servise @ Crossroad.,"I had Lunch with business partners at the Crossroad in this hotel, It was really helpful to discuss business with nice food and good service.  Especially MS Olivia Kim served us very kind. She is reall tallented to serve guests.",,,2 ,,5.0,
Date of stay: June 2017,WainuiCC,What you would expect.,"Helpful & Polite Staff, Good facilities, Nice Pool and Gym. Close to night action of Clarke Key. Next to rail so can get to all points of the city. Approx $24 by taxi to the airport and the same price by taxi to the Zoo. ",,"Wellington, New Zealand",10 ,3 ,4.0,
Date of stay: March 2017,Melissa C,"Beautifully decorated room, excellent in-room amenities","All your traveling stress melts away the moment you step into Swissotel's plush rooms. Tastefully decorated and laid out, the room feels just right for two. Loved the coffee and tea selection, bathroom was well kitted out (very bright and clean as well) and the bed was lush, as well as the carpet. Would definitely return next time!",,"San Francisco, California",112 ,53 ,5.0,
Date of stay: June 2017,gorgeous23,Friendly staff in the lobby lounge ,"Took my visiting Friend to hang out and spend the afternoon at crossroads lobby lounge and had a few drinks, I must highlight that service in lounge is very good! Olivia served our table and was very pleasant all throughout, the lady Raquel  is also very accommodating and was advising my tourist friend where are places to explore in singapore. Well done! ",,"Singapore, Singapore",18 ,1 ,5.0,
Date of stay: June 2017,Dian L,My first time to Singapore with perfect stay here!,"Me and my fiance decided to stay in this hotel, booked for 3 nights, and it wasn't wrong! wonderful holiday with this hotel!  The staff was really friendly! Stayed in room 819 which is very clean and comfortable. The nasi goreng was very nice, the pool was big enough, and also there's a small jacuzzi behind the big pool. Relaxing! Special mention to Mr. Gobi, he help us bring our luggage from 8th floor to the reception when we checked out. He's very friendly and helpful! Thank you!",,,11 ,1 ,,5.0
Date of stay: June 2017,19sbjards,Amazing  views,Great location. staff very attentive  and Allen very helpful with his recommendations off sights to see and showing layout off room . He also gave us tip where to go to eat catch the bus  . And after long flight from Paris arriving early our room was ready for us within half hour fantastic will be back .,,"Perth, Australia",17 ,4 ,,5.0
Date of stay: June 2017,Ninz-76,Holiday,"Swissotel merchant court  Check in was easy, empty and no issues, On first impression hotel looks lovely, spacious and clean. Staff were very friendly and attentive, gobi really stood out for us, and concierge was very helpful, Shahari helped us to book tickets for attractions and called taxis. It was my husbands birthday so shahari arranged for a birthday cake courtesy of the hotel. Right outside the hotel is a range of bars and restaurants and in the evening the area really comes alive. Great location to get around Singapore. There is also a river with boat tours. So lots to keep you occupied, the rooms were a decent size and clean, wheelchair access was not a problem anywhere in the hotel, everything was accessible via lift.   Beds were huge and so very comfortable, slept",,,31 ,8 ,5.0,
Date of stay: June 2017,Adrienne H,The start to our holiday, I would definitely recommend Swisshotel Merchant Court to any travellers. The staff make you feel so welcome from start to finish of your stay. The rooms are clean and bed was comfortable. We had breakfast included and it was beautiful with plenty to choose from. ,,"Sydney, Australia",20 ,8 ,5.0,
Date of stay: June 2017,sissiibk,Great location - Handy is wonderful!,Location is superbe - public transport is just outside Rooms are clean and spacious. We disliked the AC setting on 18°C everytime we came back to the room - just too cold!!! The shower/bathtub is difficult to get into (I'm 35 so it's not me beeing too old) it's simply too high The provided smartphone with free 4G and international calls is a huge plus point for me! Not only can you get update your citymap and get the latest bus connections it also helped us keep our son happy during meals The pool area has a charming layout. We enjoyed it very much on our last day since our flight was not until midnight and we could use the facilities all afternoon,,österreich,69 ,14 ,4.0,
Date of stay: June 2017,Minh-Tri N,Awesome!,"Very happy customer! Nice location: right next to Clark Quay, bus and train station, lot of small malls and China Town walking distance to find a little bit of everything. The pool is beautiful and hotel is clean. Hotel even provide for each room an Android Smartphone with unlimited internet and free international call to some countries for free! So convenient to help moving around, get information, read email, keep contact with other members of your parties and even buy tickets through their app painlessly.  But most importantly is the hotel personnel they are simply top notch: Very friendly and resourceful. Big Thanks to our concierge Allen for all the good advices and water bottles to make sure we are well hydrated lol.   The cons are very minor like hot water is not",,,1 ,1 ,5.0,
