date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: January 2017,Gooi H,Well located and comfortable.,"Location is good as it is near to MRT and shopping malls.  Easy to get food. Good facilities, especially the swimming pool and coffee making machine.  Housekeepers are very friendly and polite.  Very prompt response from them also for any requests.",Trip type: Travelled with family,Klang,1 ,,5.0,
Date of stay: January 2017,Audrey H,Very Well located... Lack Of flexibility Of the réception,"The Hotel was very Well located close to Chinatown and Clark quay night animation
Breakfast was good
And room confortable

Team had no flexibility about checkout Time
I paid 100 sing dollars to stay 4 hours More!",Trip type: Travelled solo,Paris,4 ,6 ,4.0,
Date of stay: January 2017,mslacostej,"great hotel, good location near the MRT and Chinatown","All was nice, just a criticism about the breakfast normally served until 10.30am, that is great, but
arriving before 10am and most of the dishes are already empty and not renewed, it's a pity because
you have paid the same price.",Trip type: Travelled with friends,Peymeinade,2 ,,4.0,
Date of stay: January 2017,Tatsunori S,very cozy and comfortable,"hotel environment is very cozy and good location, nearby MRT stations.
Also there are many restairants around there, and can enjoy for food and drinking day and night..
Its very recommend for business users.",Trip type: Travelled on business,"Tokyo, Japan",3 ,8 ,4.0,
Date of stay: January 2017,mryeewaiseonga,Excellent hotel with superb services,"Pre-arranged check-in at concierge with early check-in  instead of at the usual reception are indeed a very welcome relived of the jet-lag from the midnight flights. Top up with the kind gesture of welcome back wine, chocolate and a nice card adds to the additional star this hotel deserves!!!",Trip type: Travelled on business,Colombo,1 ,,5.0,
Date of stay: July 2016,EleonoraandIvan,by Eleonora and Ivan,"We thoroughly enjoyed ourselves and the service and attention excellent.  If we have the opportunity we shall return.Also everything was close to transport and we enjoyed the tours, buses were always on time,.  Some of the excursions were really outstanding especially the overhead sky rail.",Trip type: Travelled as a couple,"Dandenong, Australia",1 ,,5.0,
Date of stay: January 2017,mscondesm,Well spent vacation,"Best location! Very near Clarke Quay MRT, a few minutes walk to Chinatown MRT. The best entertainment place (bars, malls and restaurants) is just across the street. We will definitely stay here again in our next visit.",Trip type: Travelled with family,Imus,1 ,1 ,4.0,
Date of stay: January 2017,Mr Barker K,Informative,"Your housekeeping needs improvement, pillow covers were stained with makeup and other unknown stains. Making up rooms in morning was poor. The bell boys and check in service was joyful and fun, morning breakfast was really good but need someone to run coffee machine.",Trip type: Travelled as a couple,"Patumwan, Bangkok",1 ,,4.0,
Date of stay: January 2017,mehdi_ammari,very good location,"- Excellent Location near to China town and marina bay singapore
- Quiet Hotel
- good Breakfast services
- most enjoyable : you have a mobile phone with a sigaporian sim + connexion 4G that you can take it in city.",Trip type: Travelled on business,"Gennevilliers, France",4 ,5 ,4.0,
Date of stay: December 2016,melatihai,Awesome service,"The service and attentiveness of staff and duty manager were exemplary.  Great demonstration of ""guest first"" service.  My daughter and I enjoyed our stay.  Rooms were relatively small but the location and service makes up for it tenfold!",Trip type: Travelled with family,"Kuala Lumpur, Malaysia",2 ,,4.0,
Date of stay: January 2017,mrkurata,good service and kind staff,"I stayed 2 nights in January 2017. I could checked in very smooth and the front staff corresponded very kindly.
The room is very clean and beautiful. And I could see very beautiful view from the sofa near the window.",Trip type: Travelled solo,Tokyo,1 ,,5.0,
Date of stay: January 2017,juw46,"Close to MRT, 24 hr desk for late cheek-in","With early hour check-in (3pm arrival) we enjoyed the two nights with a quiet atmosphere and friendly staff, Very good breakfast, closeness to MRT station has  helped us to move around the city quickly with the tourist travel pass. The Smart phone provided by hotel helped us in finding places, net access and calling taxis while on road.",Trip type: Travelled as a couple,Fiji,4 ,2 ,4.0,
Date of stay: January 2017,Paul C,"Excellent location, walking distance for most places.","Stayed here twice now, both times where very good. Rooms where clean and fairly modern, but the room does feel a bit small, you are right on top of the toilet/bathroom. Pool and gym where good. Only let down was the lack of choice in the restaurant. But being so close to China town, Clarke key and many other great places, it is not hard to find a bite to eat. If you are going to have breakfast then pay in advance as it is a rip off if you pay daily.",Trip type: Travelled on business,"Witham, United Kingdom",29 ,15 ,4.0,
Date of stay: January 2017,gordonrankin,Park Regis 2 day stop over,A great location next to MRT. We had breakfast on one of the days but it was disappointing with cold hot food! We had better breakfast in the local mall. Not a fan of mattress toppers and it takes a while to get used to. Overall great location average hotel,Trip type: Travelled as a couple,"Glasgow, United Kingdom",39 ,24 ,3.0,
Date of stay: December 2016,Hugh_KP,Good business hotel,"I stayed here for 2.5 weeks on a business trip. Staff are excellent. Rooms a bit small with the bathroom being very much part of the room and the desk is cramped. But rooms are clean. Breakfast facilities a bit cramped - shared, long tables where you get to know whoever else is eating at the same time. Good, basic evening meals. Pool a bonus if you have some downtime. Very close to Clarke Quay and the MRT station. Would go back.",Trip type: Travelled on business,"Comrie, United Kingdom",32 ,24 ,4.0,
Date of stay: December 2016,Michelle_RQ,Rooms and service were great but restaurant disappointing,"We enjoyed a 2 night stopover at this hotel on our way back home from Thailand. The service was excellent, the rooms well appointed and we slept very well. The hotel has a great central location and is almost across the street from the Clarke Quay MRT station so we were able to take the MRT from Changi Airport direct to our hotel. Park Regis also has a great swimming pool. The only gripe that prevents an overall excellent rating for our stay was the breakfast. The breakfast area is rather small and congested, the egg cooking station was not always manned and only one coffee machine was working, resulting in a queue for coffee.",Trip type: Travelled with family,"Johannesburg, South Africa",350 ,81 ,4.0,
Date of stay: January 2017,Kim T,Excellent location.,"This hotel is located in the centre of the vibrant social area of Singapore.
The hotel services, staff and location could not be faulted.
The breakfast was vast and the variety of food was wonderful.m
I could not fault this hotel.m",Trip type: Travelled as a couple,"Sydney, Australia",39 ,17 ,5.0,
Date of stay: January 2017,Charlie S,Worth everything,I really enjoy my staying. Rooms very comfty (small but enough for you feel nice). Bed and cleaninless great. They give me a phone with internet and calls! Helpfull.  It's really nerby a MRT. The breakfast is very nice too,Trip type: Travelled as a couple,"Santa Catarina Pinula, Guatemala",104 ,35 ,5.0,
